,endTime,artistName,trackName,msPlayed,category
4142,2022-12-17 22:18,Brian Windhorst & The Hoop Collective,"1st MVP Straw Poll Reaction, Curry Injury",2085077,podcast
4143,2022-12-18 00:05,Online Business Edge,"73. Taking Risks With Your Online Business (with Alla Driksne, CEO of Allasyummyfood)",615829,podcast
4144,2022-12-18 05:28,The Mismatch,"Debating the NBA Rankings List, Plus the Grizzlies Dominate and What’s the Plan Without Steph?",31580,podcast
4145,2022-12-18 05:58,The Mismatch,"Debating the NBA Rankings List, Plus the Grizzlies Dominate and What’s the Plan Without Steph?",1726412,podcast
4146,2022-12-18 18:42,The Mismatch,"Debating the NBA Rankings List, Plus the Grizzlies Dominate and What’s the Plan Without Steph?",285312,podcast
4147,2022-12-18 20:46,The Mismatch,"Debating the NBA Rankings List, Plus the Grizzlies Dominate and What’s the Plan Without Steph?",105545,podcast
4148,2022-12-18 20:53,The Mismatch,"Debating the NBA Rankings List, Plus the Grizzlies Dominate and What’s the Plan Without Steph?",340974,podcast
4149,2022-12-18 21:36,Wait Wait... Don't Tell Me!,Andrew Bird,748522,podcast
4150,2022-12-18 21:37,Sawibeatz,Bias,83136,song
4151,2022-12-18 21:37,Hozier,Almost (Sweet Music),4842,song
4152,2022-12-18 21:39,BƱBBLE,Sun Day,114857,song
4153,2022-12-18 21:40,Two Scents,Livin' Easy,57080,song
4154,2022-12-18 23:23,Two Scents,Livin' Easy,75257,song
4155,2022-12-18 23:25,Joshua Woolf,Carefree & Happy,148124,song
4156,2022-12-18 23:27,Shierro,Sax and Violins,135529,song
4157,2022-12-18 23:29,Eiki,International Jazz Festival,76748,song
4158,2022-12-18 23:31,Spaniel Mac,Azure,110000,song
4159,2022-12-18 23:32,Dimension 32,Ocean Breeze,70912,song
4160,2022-12-19 02:33,Wait Wait... Don't Tell Me!,Andrew Bird,1141724,podcast
4161,2022-12-19 02:41,Wait Wait... Don't Tell Me!,Andrew Bird,1718,podcast
4162,2022-12-19 02:43,Samara Joy,Warm In December,161210,song
4163,2022-12-19 02:46,Michael Bublé,Let It Snow! - 10th Anniversary,159629,song
4164,2022-12-19 02:50,Nat King Cole,The Christmas Song (Chestnuts Roasting On An Open Fire) (duet with John Legend),210026,song
4165,2022-12-19 03:54,Rachael & Vilray,Just Me This Year,49316,song
4166,2022-12-19 04:46,Wait Wait... Don't Tell Me!,Andrew Bird,124864,podcast
4167,2022-12-19 04:48,Wait Wait... Don't Tell Me!,Andrew Bird,94458,podcast
4168,2022-12-19 04:54,The Ringer NBA Show,Five Big Questions As Trade Season Begins | Group Chat,378938,podcast
4169,2022-12-19 13:34,The Ringer NBA Show,Five Big Questions As Trade Season Begins | Group Chat,1525541,podcast
4170,2022-12-19 14:20,The Bill Simmons Podcast,"An All-Time-Dumb Pats Loss, Dallas Stumbles, Detroit’s Thriving, and More NFL Weirdness With Cousin Sal",2353716,podcast
4171,2022-12-19 14:31,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,981,song
4172,2022-12-19 14:31,Bubba Sparxxx,Ms. New Booty,1258,song
4173,2022-12-19 14:31,Sean Kingston,Fire Burning,4629,song
4174,2022-12-19 14:31,Take That,Greatest Day,13098,song
4175,2022-12-19 14:31,The Bill Simmons Podcast,"An All-Time-Dumb Pats Loss, Dallas Stumbles, Detroit’s Thriving, and More NFL Weirdness With Cousin Sal",622574,podcast
4176,2022-12-19 14:31,Outkast,Roses,4608,song
4177,2022-12-19 14:33,Saweetie,Tap In,85,song
4178,2022-12-19 14:33,Ella Henderson,Risk It All,3776,song
4179,2022-12-19 14:33,Cardi B,WAP (feat. Megan Thee Stallion),4693,song
4180,2022-12-19 14:33,Nicki Minaj,Anaconda,768,song
4181,2022-12-19 14:33,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),1130,song
4182,2022-12-19 14:33,Wiz Khalifa,The Thrill,107264,song
4183,2022-12-19 14:33,Miley Cyrus,Party In The U.S.A.,575,song
4184,2022-12-19 14:33,Beyoncé,Upgrade U (feat. Jay-Z),1173,song
4185,2022-12-19 14:33,ODESZA,Forgive Me,3840,song
4186,2022-12-19 15:09,Ellee Duke,I Hate Cardio,91541,song
4187,2022-12-19 15:29,The Bill Simmons Podcast,"An All-Time-Dumb Pats Loss, Dallas Stumbles, Detroit’s Thriving, and More NFL Weirdness With Cousin Sal",1223573,podcast
4188,2022-12-19 21:59,The Bill Simmons Podcast,"An All-Time-Dumb Pats Loss, Dallas Stumbles, Detroit’s Thriving, and More NFL Weirdness With Cousin Sal",29781,podcast
4189,2022-12-19 22:10,The Bill Simmons Podcast,"An All-Time-Dumb Pats Loss, Dallas Stumbles, Detroit’s Thriving, and More NFL Weirdness With Cousin Sal",615217,podcast
4190,2022-12-19 22:21,The Mismatch,"Debating the NBA Rankings List, Plus the Grizzlies Dominate and What’s the Plan Without Steph?",629368,podcast
4191,2022-12-20 06:17,Brian Windhorst & The Hoop Collective,"AD Injury Reaction, What Should The Bulls Do?",2091955,podcast
4192,2022-12-20 07:19,The Ringer NBA Show,Introducing the Inaugural Realys Awards With Jomi | Real Ones,28420,podcast
4193,2022-12-20 07:19,Brian Windhorst & The Hoop Collective,"AD Injury Reaction, What Should The Bulls Do?",1795880,podcast
4194,2022-12-20 07:46,The Ringer NBA Show,Introducing the Inaugural Realys Awards With Jomi | Real Ones,1427185,podcast
4195,2022-12-20 08:16,The Ringer NBA Show,Introducing the Inaugural Realys Awards With Jomi | Real Ones,1775359,podcast
4196,2022-12-20 08:33,"I Don't Care, I Love It",Lil Cozy Bestie Chat! <3 ,1011613,podcast
4197,2022-12-20 11:29,"All-In with Chamath, Jason, Sacks & Friedberg","E108: Doxing debate, Nuclear fusion breakthrough, state of the markets & more",3138104,podcast
4198,2022-12-20 11:55,PTI,Which Loss Was Worse?,1397855,podcast
4199,2022-12-20 12:05,The Mindful Movement Podcast and Community,Deep Sleep Meditation to Calm an Overactive Mind,571690,podcast
4200,2022-12-20 12:07,"I Don't Care, I Love It",TAYLOR SWIFT DEEP DIVE!!!!!!!!!!!!!!!! ,134421,podcast
4201,2022-12-20 13:13,The Mismatch,"Looking at the Top of Each Conference, New NBA Awards, and Reaction from Celtics-Clippers",7722,podcast
4202,2022-12-20 13:56,Basketball Illuminati,Unwritten Rules,2622603,podcast
4203,2022-12-20 13:58,"All-In with Chamath, Jason, Sacks & Friedberg","E108: Doxing debate, Nuclear fusion breakthrough, state of the markets & more",67554,podcast
4204,2022-12-20 14:14,Basketball Illuminati,Unwritten Rules,984310,podcast
4205,2022-12-20 14:47,"All-In with Chamath, Jason, Sacks & Friedberg","E108: Doxing debate, Nuclear fusion breakthrough, state of the markets & more",1955418,podcast
4206,2022-12-20 17:04,Tama,5th Avenue,140808,song
4207,2022-12-20 17:06,ARISU,Sakuma Drops,135000,song
4208,2022-12-20 17:08,Dust Diggers,Breakfast Club,117333,song
4209,2022-12-20 17:10,moonboy,wanderlust,69870,song
4210,2022-12-20 17:10,Hicks,Station Square,12245,song
4211,2022-12-20 18:02,Odd Panda,Fresh Brew,92671,song
4212,2022-12-20 18:04,yeyts.,Rubberband,111490,song
4213,2022-12-20 18:06,xander.,Laya,136000,song
4214,2022-12-20 18:08,No Spirit,Laguna,131428,song
4215,2022-12-20 18:15,Yestalgia,Cold Brew Coffee,142796,song
4216,2022-12-20 18:18,The Lofi Big Band,Adderhead,146706,song
4217,2022-12-20 21:20,The Online Course Show,192: Overcome Procrastination & Perfectionism (featuring Grace Brodeur),41984,podcast
4218,2022-12-20 21:23,Online Marketing Made Easy with Amy Porterfield,#525: How To Become A Master Decision Maker (& Troubleshooter),164671,podcast
4219,2022-12-20 23:23,The Mismatch,"Time for a Raptors Reset? Plus, the Good Vibes Magic and Other Rising Teams.",5738,podcast
4220,2022-12-20 23:23,The Mismatch,"Time for a Raptors Reset? Plus, the Good Vibes Magic and Other Rising Teams.",7350,podcast
4221,2022-12-20 23:23,The Mismatch,"Time for a Raptors Reset? Plus, the Good Vibes Magic and Other Rising Teams.",1898,podcast
4222,2022-12-21 00:02,The Mismatch,"Time for a Raptors Reset? Plus, the Good Vibes Magic and Other Rising Teams.",1435192,podcast
4223,2022-12-21 01:55,The Mismatch,"Time for a Raptors Reset? Plus, the Good Vibes Magic and Other Rising Teams.",830994,podcast
4224,2022-12-21 02:50,The Mismatch,"Time for a Raptors Reset? Plus, the Good Vibes Magic and Other Rising Teams.",1377140,podcast
4225,2022-12-21 03:13,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",1322794,podcast
4226,2022-12-21 03:15,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",341,podcast
4227,2022-12-21 03:22,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",422954,podcast
4228,2022-12-21 03:48,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",361109,podcast
4229,2022-12-21 04:59,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",1334159,podcast
4230,2022-12-21 11:19,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",653644,podcast
4231,2022-12-21 11:44,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",1425327,podcast
4232,2022-12-21 12:20,The Bill Simmons Podcast,"A Suns Sale, Pivot Trade NBA Teams, and the Future of Belichick and Kraft | With Rob Mahoney and Seth Wickersham",863573,podcast
4233,2022-12-21 14:16,Brian Windhorst & The Hoop Collective,"Nets Can Contend, Cavs' Star Takes Note",2700032,podcast
4234,2022-12-21 15:35,"I Don't Care, I Love It",The BEST Things That Happened to Us in 2022!! ,896063,podcast
4235,2022-12-21 15:44,Redefine Podcast With Brittni Schroeder,My Daily And Weekly Routine,504462,podcast
4236,2022-12-21 16:55,Redefine Podcast With Brittni Schroeder,My Daily And Weekly Routine,130835,podcast
4237,2022-12-21 17:15,The Ringer NBA Show,"Bol Bol, Zion Williamson, and the NBA Unicorn Fantasy | The Answer",4480,podcast
4238,2022-12-21 17:24,The Ringer NBA Show,"Bol Bol, Zion Williamson, and the NBA Unicorn Fantasy | The Answer",506449,podcast
4239,2022-12-21 17:54,Luke Combs,The Kind of Love We Make,224427,song
4240,2022-12-21 17:58,Luke Combs,Doin' This,254182,song
4241,2022-12-21 18:01,Luke Combs,Tomorrow Me,208734,song
4242,2022-12-21 18:04,Luke Combs,Cold As You,185886,song
4243,2022-12-21 18:08,Luke Combs,Forever After All,232310,song
4244,2022-12-21 18:11,Luke Combs,Beer Never Broke My Heart,186461,song
4245,2022-12-21 18:15,Luke Combs,She Got the Best of Me,183160,song
4246,2022-12-21 18:19,Luke Combs,Outrunnin' Your Memory,254531,song
4247,2022-12-21 18:22,Luke Combs,Better Together,219388,song
4248,2022-12-21 18:26,Luke Combs,Lovin' On You,194681,song
4249,2022-12-21 18:29,Luke Combs,Hurricane,222348,song
4250,2022-12-21 18:33,Luke Combs,Even Though I'm Leaving,225035,song
4251,2022-12-21 18:36,Luke Combs,On the Other Line,175374,song
4252,2022-12-21 18:39,Luke Combs,South On Ya,171679,song
4253,2022-12-21 18:43,Luke Combs,When It Rains It Pours,239979,song
4254,2022-12-21 18:46,Luke Combs,"1, 2 Many",179816,song
4255,2022-12-21 18:49,Luke Combs,Any Given Friday Night,193734,song
4256,2022-12-21 18:53,Luke Combs,The Great Divide,211805,song
4257,2022-12-21 18:56,Luke Combs,Beautiful Crazy,193200,song
4258,2022-12-21 19:05,Luke Combs,Does To Me (feat. Eric Church),12131,song
4259,2022-12-21 22:02,The Tabernacle Choir at Temple Square,O Come All Ye Faithful,17959,song
4260,2022-12-21 22:02,The Tabernacle Choir at Temple Square,O Come All Ye Faithful,5760,song
4261,2022-12-21 22:08,Piae Cantiones,"On This Day, Earth Shall Ring (""Personent hodie"")",347185,podcast
4262,2022-12-21 22:11,Mack Wilberg,Sussex Carol,196557,song
4263,2022-12-21 22:14,Mack Wilberg,The Holly and the Ivy,187432,song
4264,2022-12-21 22:17,George Frideric Handel,Athalia: Give Glory to His Honored Name,128593,song
4265,2022-12-21 22:19,Michael Davis,"Christmas Is Coming, So Deck the Halls",164142,song
4266,2022-12-21 22:21,Carmen Dragon,"God Rest Ye Merry, Gentlemen",120001,song
4267,2022-12-21 22:30,Mack Wilberg,"Jesus, Jesus, Rest Your Head",3424,song
4268,2022-12-22 01:32,The Old Man and the Three with JJ Redick and Tommy Alter,Episode 139: Paolo Banchero,586299,podcast
4269,2022-12-22 01:33,Siesta,Rich Soul,67852,song
4270,2022-12-22 01:34,Wun Two,Gonfa,92177,song
4271,2022-12-22 01:36,Philphonic,O'clock,114564,podcast
4272,2022-12-22 01:38,SumPlusOne,Fly,103813,song
4273,2022-12-22 01:40,Lito Akari,Demora,101991,song
4274,2022-12-22 01:43,Makzo,Moon Patrol,26596,song
4275,2022-12-22 02:39,Brenda Lee,Rockin' Around The Christmas Tree,126266,song
4276,2022-12-22 02:42,Nat King Cole,The Christmas Song (Merry Christmas To You),192160,song
4277,2022-12-22 02:44,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,117146,song
4278,2022-12-22 02:46,Burl Ives,A Holly Jolly Christmas,135533,song
4279,2022-12-22 02:49,Darlene Love,Christmas (Baby Please Come Home),166453,song
4280,2022-12-22 02:52,Bing Crosby,White Christmas,183613,song
4281,2022-12-22 02:53,Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),1950,song
4282,2022-12-22 02:53,Frank Sinatra,Jingle Bells - Remastered 1999,2089,song
4283,2022-12-22 02:53,José Feliciano,Feliz Navidad,1230,song
4284,2022-12-22 02:53,Judy Garland,Have Yourself A Merry Little Christmas,3018,song
4285,2022-12-22 02:53,Andy Williams,It's the Most Wonderful Time of the Year,22155,song
4286,2022-12-22 02:56,The Ronettes,Sleigh Ride,181266,song
4287,2022-12-22 02:58,Bobby Helms,Jingle Bell Rock,130973,song
4288,2022-12-22 03:01,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch",208651,podcast
4289,2022-12-22 05:09,The Ringer NBA Show,"The Knicks Are Back? Plus, NBA Festivus | Group Chat",1073305,podcast
4290,2022-12-22 05:23,The Ringer NBA Show,"The Knicks Are Back? Plus, NBA Festivus | Group Chat",722697,podcast
4291,2022-12-22 15:07,Data Career Podcast,"24: Don't Make This $20,000 Mistake + LinkedIn Hacks with Mark Freeman II",19605,podcast
4292,2022-12-22 15:18,"I Don't Care, I Love It",The BEST Things That Happened to Us in 2022!! ,599041,podcast
4293,2022-12-22 15:25,The Course Creator Show,Episode 127 | 2022 Wrap Up Part 1: Top 10 Milestones,443733,podcast
4294,2022-12-22 23:54,Justin Bieber,Hold On,41703,song
4295,2022-12-22 23:57,Quinn XCII,Stay Next To Me (with Chelsea Cutler),206045,song
4296,2022-12-23 00:01,Luke Combs,Outrunnin' Your Memory,254746,song
4297,2022-12-23 00:04,Justin Bieber,Somebody,179414,song
4298,2022-12-23 00:07,Luke Combs,She Got the Best of Me,183160,song
4299,2022-12-23 00:10,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,173381,song
4300,2022-12-23 00:14,Justin Bieber,Anyone,190779,song
4301,2022-12-23 00:16,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),127042,song
4302,2022-12-23 01:55,PTI,Can They Turn It Around?,11911,podcast
4303,2022-12-23 05:34,The Ringer NBA Show,"The Knicks Are Back? Plus, NBA Festivus | Group Chat",1967137,podcast
4304,2022-12-23 05:35,The Ringer NBA Show,"The Knicks Are Back? Plus, NBA Festivus | Group Chat",100,podcast
4305,2022-12-23 13:04,The Bill Simmons Podcast,"The Dolphins’ Sleeper Potential, New York Rivalries, Sunday Ticket’s Future, and Red-Hot Million-Dollar Picks | With Peter Schrager, John Jastremski, and Bryan Curtis",1403911,podcast
4306,2022-12-23 13:07,Brian Windhorst & The Hoop Collective,NBA Christmas Day Preview 2022,154737,podcast
4307,2022-12-23 13:40,Ñengo Flow,Gato de Noche,28328,song
4308,2022-12-23 13:41,SZA,SOS,64783,song
4309,2022-12-23 13:44,SZA,Kill Bill,153946,song
4310,2022-12-23 13:46,SZA,Seek & Destroy,148795,song
4311,2022-12-23 13:47,SZA,Low,45046,song
4312,2022-12-23 13:50,SZA,Love Language,183893,song
4313,2022-12-23 13:52,SZA,Blind,136751,song
4314,2022-12-23 18:39,James Smith,Got the Love,136277,song
4315,2022-12-23 18:54,Oliver Tree,Life Goes On,161803,song
4316,2022-12-23 19:19,Luke Combs,Hurricane,74540,song
4317,2022-12-23 19:59,Nic D,Fine Apple,33877,song
4318,2022-12-23 20:04,Luke Combs,New Every Day,126037,song
4319,2022-12-23 22:13,Kanye West,Stronger,928,song
4320,2022-12-23 22:13,Justin Bieber,Hailey,650,song
4321,2022-12-23 22:13,Luke Combs,South On Ya,975,song
4322,2022-12-23 22:13,Luke Combs,New Every Day,1509,song
4323,2022-12-23 22:13,Thomas Rhett,Die A Happy Man,580,song
4324,2022-12-23 22:13,Halsey,So Good,580,song
4325,2022-12-23 22:16,Justin Bieber,Love Yourself,952,song
4326,2022-12-23 22:16,John Mayer,Slow Dancing in a Burning Room,835,song
4327,2022-12-23 22:16,Luke Combs,South On Ya,1486,song
4328,2022-12-23 22:16,Beyoncé,BREAK MY SOUL,650,song
4329,2022-12-23 22:16,Thomas Rhett,Die A Happy Man,117353,song
4330,2022-12-23 22:16,Luke Combs,Blue Collar Boys,1369,song
4331,2022-12-23 22:16,Justin Bieber,Somebody,1021,song
4332,2022-12-23 22:16,Nicky Youre,Sunroof,2530,song
4333,2022-12-23 22:16,Billie Eilish,TV,1764,song
4334,2022-12-23 22:20,Luke Combs,Blue Collar Boys,219920,song
4335,2022-12-23 22:23,Luke Combs,She Got the Best of Me,183160,song
4336,2022-12-23 23:02,Jack Harlow,First Class,11185,song
4337,2022-12-23 23:05,Luke Combs,Cold As You,186106,song
4338,2022-12-23 23:16,Joji,Glimpse of Us,40925,song
4339,2022-12-24 06:27,Brian Windhorst & The Hoop Collective,NBA Christmas Day Preview 2022,1218351,podcast
4340,2022-12-24 15:14,Brian Windhorst & The Hoop Collective,NBA Christmas Day Preview 2022,524639,podcast
4341,2022-12-24 18:10,Brian Windhorst & The Hoop Collective,NBA Christmas Day Preview 2022,16927,podcast
4342,2022-12-24 18:13,Cosmic life,Holy hail - instrumental,2763,song
4343,2022-12-24 18:13,The Ronettes,Sleigh Ride,181266,song
4344,2022-12-24 18:13,Nat King Cole Trio,All I Want For Christmas (Is My Two Front Teeth),1671,song
4345,2022-12-24 18:13,The Ronettes,I Saw Mommy Kissing Santa Claus,29117,song
4346,2022-12-24 18:13,Pyotr Ilyich Tchaikovsky,Dance of the Sugar Plum Fairy,1857,song
4347,2022-12-24 18:13,Elton John,Step Into Christmas,10749,song
4348,2022-12-24 18:14,Mil Dawn,Have You Had A Merry Little Christmas,1207,song
4349,2022-12-24 18:14,Art Mooney,Nuttin' For Christmas,6524,song
4350,2022-12-24 18:16,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,117146,song
4351,2022-12-24 18:17,a balladeer,"Oh, California - acoustic",5869,song
4352,2022-12-24 18:17,Chuck Berry,Run Rudolph Run,3250,song
4353,2022-12-24 18:17,Nat King Cole,Joy To The World,84986,song
4354,2022-12-24 18:18,Wham!,Last Christmas,9195,song
4355,2022-12-24 18:20,Chuck Berry,Run Rudolph Run,165733,song
4356,2022-12-24 18:20,Michael Bublé,Santa Claus Is Coming to Town,3667,song
4357,2022-12-24 18:22,Kelly Clarkson,"Santa, Can’t You Hear Me",103212,song
4358,2022-12-24 18:25,Sia,Snowman - Sped Up Version,134164,song
4359,2022-12-24 18:26,Sam Smith,Have Yourself A Merry Little Christmas,14791,song
4360,2022-12-24 18:29,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",194211,song
4361,2022-12-24 18:29,Little Mix,One I've Been Missing,3157,song
4362,2022-12-24 18:29,Lukas Graham,HERE (For Christmas),23823,song
4363,2022-12-24 18:33,Christina Perri,merry christmas darling,11882,song
4364,2022-12-24 18:33,Band Aid,Do They Know It's Christmas? - 1984 Version,222533,song
4365,2022-12-24 18:35,Ed Sheeran,Merry Christmas,79621,song
4366,2022-12-24 18:37,Brenda Lee,Rockin' Around The Christmas Tree,126266,song
4367,2022-12-24 21:50,Mariah Carey,All I Want for Christmas Is You,170495,song
4368,2022-12-24 21:53,Andy Williams,It's the Most Wonderful Time of the Year,151933,song
4369,2022-12-24 21:54,José Feliciano,Feliz Navidad,12869,song
4370,2022-12-24 21:56,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,907,song
4371,2022-12-24 21:56,Gayla Peevey,I Want a Hippopotamus for Christmas (Hippo the Hero),155466,song
4372,2022-12-24 21:59,Bing Crosby,Mele Kalikimaka (Merry Christmas),171990,song
4373,2022-12-25 00:21,The Ronettes,Frosty the Snowman,25634,song
4374,2022-12-25 00:23,The Ronettes,Frosty the Snowman,7871,song
4375,2022-12-25 00:26,Ariana Grande,Santa Tell Me,204093,song
4376,2022-12-25 00:27,Brenda Lee,Rockin' Around The Christmas Tree,10748,song
4377,2022-12-25 00:30,Kelly Clarkson,Underneath the Tree,229640,song
4378,2022-12-25 00:31,Wham!,Last Christmas - Remastered,47640,song
4379,2022-12-25 05:16,Europe,The Final Countdown,310333,song
4380,2022-12-25 05:18,The Outfield,Your Love,126420,song
4381,2022-12-25 07:11,Brian Windhorst & The Hoop Collective,NBA Christmas Day Preview 2022,1872015,podcast
4382,2022-12-26 01:19,Board-Man,Christmas Time Is Here,1045,song
4383,2022-12-26 01:19,Instrumental Christmas Classics,Auld Lang Syne,1877,song
4384,2022-12-26 01:19,Cosmic life,Holy hail - instrumental,853,song
4385,2022-12-26 01:19,John Legend,Happy Xmas (War Is Over),682,song
4386,2022-12-26 01:19,Sophie Janna,Fairy Lights,938,song
4387,2022-12-26 01:29,Bing Crosby,Santa Claus Is Comin' To Town - Single Version,1258,song
4388,2022-12-26 01:30,Audrey Assad,Abide with Me,2943,song
4389,2022-12-26 01:38,Ariana Grande,Santa Tell Me,207656,song
4390,2022-12-26 01:44,Brenda Lee,Rockin' Around The Christmas Tree,78974,song
4391,2022-12-26 02:27,The Tabernacle Choir at Temple Square,O Come All Ye Faithful,131690,song
4392,2022-12-26 02:32,Wait Wait... Don't Tell Me!,Sarah Polley,317631,podcast
4393,2022-12-26 15:09,Wait Wait... Don't Tell Me!,Sarah Polley,1774910,podcast
4394,2022-12-26 15:09,The Bill Simmons Podcast,"Teetering Tua, Delightful Danny Dimes, Zombie Brady, Washed Russ, and a Confusing Week 17 Ahead With Cousin Sal",2431,podcast
4395,2022-12-26 15:09,The Bill Simmons Podcast,"Teetering Tua, Delightful Danny Dimes, Zombie Brady, Washed Russ, and a Confusing Week 17 Ahead With Cousin Sal",4117,podcast
4396,2022-12-26 17:20,The Bill Simmons Podcast,"Teetering Tua, Delightful Danny Dimes, Zombie Brady, Washed Russ, and a Confusing Week 17 Ahead With Cousin Sal",5574020,podcast
4397,2022-12-26 17:32,The Bill Simmons Podcast,"Teetering Tua, Delightful Danny Dimes, Zombie Brady, Washed Russ, and a Confusing Week 17 Ahead With Cousin Sal",183290,podcast
4398,2022-12-26 17:40,The Bill Simmons Podcast,"Teetering Tua, Delightful Danny Dimes, Zombie Brady, Washed Russ, and a Confusing Week 17 Ahead With Cousin Sal",535551,podcast
4399,2022-12-26 19:12,The Ringer NBA Show,Trailer for the 2022-2023 NBA Season!,8618,podcast
4400,2022-12-26 19:22,"All-In with Chamath, Jason, Sacks & Friedberg",E109: 2022 Bestie Awards Live from Twitter HQ,556946,podcast
4401,2022-12-27 04:04,"All-In with Chamath, Jason, Sacks & Friedberg",E109: 2022 Bestie Awards Live from Twitter HQ,4688081,podcast
4402,2022-12-27 04:39,"All-In with Chamath, Jason, Sacks & Friedberg",E109: 2022 Bestie Awards Live from Twitter HQ,186108,podcast
4403,2022-12-27 04:54,The Ringer NBA Show,"Recapping the Celtics Beating the Bucks, Denver Winning an Overtime Thriller, and the Sixers' Comeback Win on the Road",861457,podcast
4404,2022-12-27 05:00,The Ringer NBA Show,"Recapping the Celtics Beating the Bucks, Denver Winning an Overtime Thriller, and the Sixers' Comeback Win on the Road",309196,podcast
4405,2022-12-27 13:56,The Ringer NBA Show,"Recapping the Celtics Beating the Bucks, Denver Winning an Overtime Thriller, and the Sixers' Comeback Win on the Road",420472,podcast
4406,2022-12-27 14:49,Fireboy DML,Peru,2474,song
4407,2022-12-27 14:49,The Ringer NBA Show,"Recapping the Celtics Beating the Bucks, Denver Winning an Overtime Thriller, and the Sixers' Comeback Win on the Road",1046165,podcast
4408,2022-12-27 14:49,Luke Combs,Doin' This,2623,song
4409,2022-12-27 15:01,Justin Bieber,Ghost,153190,song
4410,2022-12-27 15:30,Luke Combs,Beautiful Crazy,725,song
4411,2022-12-27 15:30,Lost Frequencies,Where Are You Now,1002,song
4412,2022-12-27 15:30,Lost Frequencies,Where Are You Now,725,song
4413,2022-12-27 15:30,Morgan Wallen,Wasted On You,1066,song
4414,2022-12-27 15:30,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),179728,song
4415,2022-12-27 15:30,Luke Combs,Refrigerator Door,1642,song
4416,2022-12-27 15:30,The Kid LAROI,STAY (with Justin Bieber),3285,song
4417,2022-12-27 15:30,Jack Harlow,First Class,576,song
4418,2022-12-27 15:30,Jack Harlow,First Class,1728,song
4419,2022-12-27 15:32,Lost Frequencies,Where Are You Now,148197,song
4420,2022-12-27 15:36,Camila Cabello,Bam Bam (feat. Ed Sheeran),39928,song
4421,2022-12-27 15:36,Luke Combs,Refrigerator Door,204240,song
4422,2022-12-27 15:41,Billie Eilish,TV,281380,song
4423,2022-12-27 20:11,Luke Combs,Lovin' On You,164668,song
4424,2022-12-28 02:54,"All-In with Chamath, Jason, Sacks & Friedberg",E109: 2022 Bestie Awards Live from Twitter HQ,2813081,podcast
4425,2022-12-28 02:56,The Mismatch,"A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions",89440,podcast
4426,2022-12-28 03:21,The Mismatch,"A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions",1468681,podcast
4427,2022-12-28 05:06,The Mismatch,"A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions",1476696,podcast
4428,2022-12-28 13:59,The Mismatch,"A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions",1692573,podcast
4429,2022-12-28 14:09,The Bill Simmons Podcast,"Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak",509802,podcast
4430,2022-12-28 14:13,Luke Combs,Doin' This,254181,song
4431,2022-12-28 14:19,Morgan Wallen,Cover Me Up,216572,song
4432,2022-12-28 14:22,The Bill Simmons Podcast,"Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak",184789,podcast
4433,2022-12-28 14:58,Luke Combs,New Every Day,1877,song
4434,2022-12-28 14:58,Luke Combs,The Other Guy,896,song
4435,2022-12-28 14:58,Justin Bieber,Sorry,1877,song
4436,2022-12-28 14:58,Luke Combs,Outrunnin' Your Memory,1493,song
